Source,Target,Weight
ASV_144503,ASV_185379,-0.554739246
ASV_161138,ASV_185170,-0.902402
ASV_237653,ASV_185153,-0.798203458
ASV_16470,ASV_185153,-0.653520022
ASV_150109,ASV_185153,-0.70477624
ASV_123691,ASV_184605,-0.914348282
ASV_77301,ASV_18392,-0.928248446
ASV_49051,ASV_18392,-0.983460483
ASV_229559,ASV_18392,-0.943819033
ASV_105307,ASV_18392,-0.859230837
ASV_47217,ASV_183808,-0.843725468
ASV_39919,ASV_183808,-0.759592177
ASV_134663,ASV_183157,-0.882365085
ASV_104963,ASV_183157,-0.844566796
ASV_179946,ASV_182796,-0.963159318
ASV_167553,ASV_182560,-0.602575586
ASV_223705,ASV_181912,-0.62471516
ASV_71396,ASV_181515,-0.813478211
ASV_134592,ASV_181515,-0.880017
ASV_113256,ASV_181515,-0.962912676
ASV_99210,ASV_181116,-0.754817107
ASV_148980,ASV_180623,-0.931959204
ASV_141636,ASV_180623,-0.912968
ASV_171714,ASV_180600,-0.3444965
ASV_74662,ASV_180382,-0.914463
ASV_47217,ASV_17935,-0.918785303
ASV_43135,ASV_17935,-0.990787528
ASV_42898,ASV_17935,-0.941388512
ASV_218532,ASV_17935,-0.68110456
ASV_167553,ASV_17935,-0.233977632
ASV_61366,ASV_179333,-0.857640219
ASV_185153,ASV_179333,-0.787171661
ASV_17589,ASV_179333,-0.856222732
ASV_145268,ASV_179333,-0.902937364
ASV_9304,ASV_179170,-0.051656923
ASV_91539,ASV_179170,-0.755222217
ASV_47948,ASV_179170,-0.810942434
ASV_202946,ASV_179170,-0.706795223
ASV_196443,ASV_179170,-0.96461097
ASV_125907,ASV_179170,-0.881961579
ASV_79904,ASV_179074,-0.920159403
ASV_7375,ASV_179074,-0.954333801
ASV_213517,ASV_178271,-0.398624585
ASV_233692,ASV_177863,-0.814423635
ASV_195007,ASV_177863,-0.901848262
ASV_192395,ASV_176607,-0.921771346
ASV_59589,ASV_176147,-0.8650487
ASV_27984,ASV_176147,-0.926062636
ASV_134592,ASV_176147,-0.8750815
ASV_22706,ASV_176037,-0.885699
ASV_222683,ASV_176037,-0.889947618
ASV_129310,ASV_176037,-0.900502923
ASV_108744,ASV_176037,-0.9103055
ASV_5564,ASV_17589,-0.721481018
ASV_150109,ASV_17589,-0.909522014
ASV_165092,ASV_175701,-0.724926406
ASV_5128,ASV_175494,-0.969454071
ASV_86007,ASV_174732,-0.513178341
ASV_200748,ASV_173481,-0.871518989
ASV_85433,ASV_172716,-0.8854285
ASV_68768,ASV_172716,-0.862829846
ASV_4100,ASV_172716,-0.904449813
ASV_172280,ASV_172716,-0.9133185
ASV_50189,ASV_172576,-0.931116488
ASV_238496,ASV_172576,-0.751019171
ASV_236812,ASV_172576,-0.934974147
ASV_224412,ASV_172455,-0.871635237
ASV_124727,ASV_172455,-0.939303751
ASV_80942,ASV_171920,-0.8770195
ASV_219782,ASV_171920,-0.915408023
ASV_13769,ASV_171920,-0.865259644
ASV_85659,ASV_171714,-0.895690469
ASV_78480,ASV_171714,-0.35771406
ASV_210124,ASV_171714,-0.866879148
ASV_173481,ASV_171714,-0.882235875
ASV_145776,ASV_171714,-0.53236646
ASV_49853,ASV_171410,-0.737683449
ASV_241078,ASV_171410,-0.641684363
ASV_224411,ASV_171410,-0.262260284
ASV_209932,ASV_171410,-0.893977212
ASV_209141,ASV_171410,-0.580982097
ASV_190052,ASV_171410,-0.91943787
ASV_134709,ASV_171394,-0.943377371
ASV_7432,ASV_170913,-0.88252635
ASV_214026,ASV_170913,-0.931815186
ASV_141636,ASV_170913,-0.912166
ASV_13769,ASV_170703,-0.901813
ASV_223618,ASV_1706,-0.969443321
ASV_73188,ASV_170245,-0.741368711
ASV_47217,ASV_170245,-0.948014045
ASV_42898,ASV_170245,-0.687854683
ASV_218532,ASV_170245,-0.969164235
ASV_206717,ASV_170245,-0.812051059
ASV_167553,ASV_170245,-0.954464986
ASV_143855,ASV_170245,-0.803832917
ASV_138823,ASV_170245,-0.956338708
ASV_25549,ASV_169499,-0.897305
ASV_241078,ASV_169499,-0.067334837
ASV_209141,ASV_169499,-0.932895731
ASV_251811,ASV_168515,-0.885409
ASV_49844,ASV_167653,-0.562746332
ASV_230921,ASV_167653,-0.813685171
ASV_221566,ASV_167653,-0.906308181
ASV_133617,ASV_167653,-0.81680813
ASV_81114,ASV_167554,-0.531847137
ASV_6307,ASV_167554,-0.887403559
ASV_114788,ASV_167554,-0.881309605
ASV_203094,ASV_167553,-0.079349316
ASV_154458,ASV_167553,-0.826979748
ASV_137991,ASV_167553,-0.507711118
ASV_42790,ASV_167245,-0.944473548
ASV_99210,ASV_16717,-0.830709584
ASV_17484,ASV_16717,-0.897805406
ASV_114638,ASV_165201,-0.908180919
ASV_3258,ASV_165092,-0.923395179
ASV_229639,ASV_165092,-0.863074899
ASV_168501,ASV_165092,-0.824466027
ASV_25549,ASV_16388,-0.887723153
ASV_171714,ASV_16388,-0.797790637
ASV_227072,ASV_163400,-0.892008
ASV_114788,ASV_162789,-0.736923697
ASV_2271,ASV_16254,-0.333751612
ASV_206799,ASV_16254,-0.691390723
ASV_13096,ASV_16254,-0.955904632
ASV_73820,ASV_162393,-0.942853111
ASV_52455,ASV_162028,-0.863795989
ASV_210332,ASV_162028,-0.872182106
ASV_168501,ASV_162028,-0.792392978
ASV_91593,ASV_161890,-0.789471149
ASV_73820,ASV_161890,-0.602556658
ASV_53195,ASV_161890,-0.866297002
ASV_170703,ASV_161405,-0.95429802
ASV_202127,ASV_16135,-0.848990674
ASV_200240,ASV_16135,-0.456485386
ASV_53475,ASV_161194,-0.877462
ASV_202127,ASV_161138,-0.866889972
ASV_2037,ASV_160314,-0.907426995
ASV_49051,ASV_15999,-0.960125627
ASV_37003,ASV_15999,-0.937553421
ASV_248800,ASV_15999,-0.691987819
ASV_229559,ASV_15999,-0.887107031
ASV_105307,ASV_15999,-0.882861787
ASV_248800,ASV_159279,-0.858930647
ASV_62396,ASV_158843,-0.875406
ASV_199086,ASV_158843,-0.91798
ASV_2037,ASV_158813,-0.87716429
ASV_58530,ASV_157419,-0.9509915
ASV_235406,ASV_157419,-0.885111
ASV_250980,ASV_157127,-0.893057
ASV_62396,ASV_155810,-0.875786231
ASV_38340,ASV_155810,-0.928020372
ASV_93649,ASV_155423,-0.186293758
ASV_240097,ASV_155423,-0.847923715
ASV_134680,ASV_155423,-0.957082369
ASV_126082,ASV_155423,-0.952908955
ASV_124455,ASV_155423,-0.379219539
ASV_61422,ASV_154962,-0.95994818
ASV_93649,ASV_154668,-0.047028339
ASV_32788,ASV_154668,-0.964308586
ASV_26825,ASV_154366,-0.960816619
ASV_237653,ASV_154366,-0.798253149
ASV_176607,ASV_154366,-0.552574032
ASV_157804,ASV_154366,-0.9017785
ASV_72610,ASV_154365,-0.792702488
ASV_238401,ASV_154365,-0.866582848
ASV_237653,ASV_154365,-0.899193485
ASV_220190,ASV_154365,-0.612894505
ASV_191482,ASV_154365,-0.832536226
ASV_178271,ASV_154365,-0.848385029
ASV_54044,ASV_153791,-0.909938822
ASV_26323,ASV_153766,-0.977821515
ASV_200748,ASV_153766,-0.822225627
ASV_91241,ASV_153490,-0.840681105
ASV_79326,ASV_153490,-0.855465669
ASV_171714,ASV_153490,-0.876958323
ASV_114638,ASV_152270,-0.939036769
ASV_33050,ASV_151663,-0.852469848
ASV_11545,ASV_151663,-0.949191187
ASV_248933,ASV_150986,-0.338961578
ASV_223705,ASV_150986,-0.796989259
ASV_223618,ASV_150986,-0.694977543
ASV_193579,ASV_150986,-0.417747445
ASV_43784,ASV_150642,-0.868185688
ASV_43135,ASV_150642,-0.891657739
ASV_32788,ASV_150642,-0.899948674
ASV_209141,ASV_150642,-0.894217665
ASV_199700,ASV_150642,-0.95631199
ASV_138823,ASV_150642,-0.950426396
ASV_1305,ASV_150642,-0.897840928
ASV_97714,ASV_149877,-0.853144263
ASV_149764,ASV_149877,-0.958366378
ASV_145898,ASV_149877,-0.944227771
ASV_6307,ASV_149848,-0.901376782
ASV_48274,ASV_149848,-0.990735309
ASV_94049,ASV_149186,-0.815231199
ASV_181116,ASV_149186,-0.784326287
ASV_148312,ASV_149186,-0.87621149
ASV_113884,ASV_149186,-0.928201491
ASV_26664,ASV_148980,-0.892061024
ASV_210076,ASV_148980,-0.604267351
ASV_161890,ASV_148980,-0.839577624
ASV_99210,ASV_148312,-0.927852872
ASV_160863,ASV_147862,-0.987442568
ASV_138650,ASV_147862,-0.943471816
ASV_227072,ASV_147311,-0.887674
ASV_201283,ASV_147311,-0.760308751
ASV_167653,ASV_147311,-0.543502574
ASV_199888,ASV_145898,-0.886435
ASV_187146,ASV_145787,-0.805277763
ASV_147508,ASV_145787,-0.831965532
ASV_12294,ASV_145787,-0.734729484
ASV_57488,ASV_145268,-0.736071051
ASV_5564,ASV_145268,-0.987869627
ASV_179946,ASV_145268,-0.813247007
ASV_218721,ASV_145176,-0.933614
ASV_80392,ASV_144605,-0.804301755
ASV_49844,ASV_144503,-0.938494419
ASV_214896,ASV_144503,-0.914045328
ASV_168515,ASV_144503,-0.955286344
ASV_66374,ASV_144081,-0.376875562
ASV_210547,ASV_144081,-0.949557673
ASV_197325,ASV_144081,-0.846954589
ASV_143855,ASV_144081,-0.825637126
ASV_36702,ASV_143855,-0.957863173
ASV_31734,ASV_143855,-0.948320985
ASV_25639,ASV_143855,-0.744171925
ASV_196414,ASV_143855,-0.765245804
ASV_182560,ASV_143855,-0.902484421
ASV_17589,ASV_143855,-0.830449596
ASV_140121,ASV_143855,-0.906619864
ASV_137991,ASV_143855,-0.669034831
ASV_117829,ASV_143855,-0.559712713
ASV_115847,ASV_143855,-3.09E-07
ASV_80122,ASV_143843,-0.040168704
ASV_182560,ASV_143843,-0.937606772
ASV_170913,ASV_143636,-0.887176291
ASV_87576,ASV_143575,-0.881408679
ASV_145898,ASV_143575,-0.93781253
ASV_48280,ASV_143061,-0.777078764
ASV_45987,ASV_143061,-0.881334
ASV_32232,ASV_142924,-0.718872483
ASV_206331,ASV_142924,-0.926276794
ASV_187942,ASV_142836,-0.943651247
ASV_229521,ASV_141802,-0.909040065
ASV_137991,ASV_141802,-0.487988862
ASV_10571,ASV_14131,-0.859003823
ASV_102537,ASV_14131,-0.80421263
ASV_215550,ASV_140121,-0.814300708
ASV_150109,ASV_140121,-0.827970372
ASV_91593,ASV_139506,-0.887929415
ASV_182796,ASV_13898,-0.969707859
ASV_182560,ASV_138823,-0.977587559
ASV_68105,ASV_138650,-0.962534153
ASV_204994,ASV_138650,-0.590402672
ASV_64213,ASV_138632,-0.860195318
ASV_235406,ASV_138203,-0.782176104
ASV_199086,ASV_138203,-0.776901699
ASV_42809,ASV_137908,-0.8922295
ASV_178618,ASV_137908,-0.907913558
ASV_114789,ASV_137908,-0.948514082
ASV_85433,ASV_13769,-0.944615
ASV_62396,ASV_13769,-0.822363119
ASV_25639,ASV_136795,-0.201501294
ASV_229521,ASV_136795,-0.868959408
ASV_129568,ASV_136795,-0.010590699
ASV_115847,ASV_136795,-0.952913202
ASV_2037,ASV_135651,-0.923901444
ASV_102537,ASV_135651,-0.826661533
ASV_53475,ASV_1348,-0.92451704
ASV_26664,ASV_1348,-0.792909968
ASV_4197,ASV_134680,-0.965833473
ASV_251811,ASV_134680,-0.883223058
ASV_232519,ASV_134680,-0.684979901
ASV_229521,ASV_134680,-0.79737175
ASV_227839,ASV_134680,-0.952345818
ASV_203094,ASV_134680,-0.028170356
ASV_16135,ASV_134680,-0.879304818
ASV_154458,ASV_134680,-0.598539159
ASV_144081,ASV_134680,-0.375096169
ASV_127515,ASV_134680,-0.610073889
ASV_117829,ASV_134680,-0.860536466
ASV_79623,ASV_134663,-0.418670235
ASV_128841,ASV_134663,-0.921715065
ASV_127491,ASV_134663,-0.686234934
ASV_73188,ASV_134485,-0.958764398
ASV_63965,ASV_134485,-0.858113271
ASV_56651,ASV_134485,-0.916607264
ASV_53612,ASV_134485,-0.883588609
ASV_185170,ASV_134485,-0.8874925
ASV_149848,ASV_134485,-0.83658467
ASV_93109,ASV_13437,-0.931933027
ASV_54817,ASV_13437,-0.774145556
ASV_252332,ASV_13437,-0.860869835
ASV_238401,ASV_13437,-0.937825982
ASV_178271,ASV_13437,-0.850557724
ASV_34645,ASV_13402,-0.833237488
ASV_44612,ASV_133859,-0.88213
ASV_138650,ASV_133859,-0.756164163
ASV_138203,ASV_13382,-0.813623869
ASV_6307,ASV_133259,-0.868316141
ASV_51728,ASV_13218,-0.872745615
ASV_17484,ASV_13218,-0.8965475
ASV_80122,ASV_1305,-0.929949749
ASV_79628,ASV_1305,-0.941376999
ASV_203424,ASV_1305,-0.369340417
ASV_114788,ASV_1305,-0.79832274
ASV_112967,ASV_1305,-0.906805416
ASV_213517,ASV_13023,-0.880163859
ASV_204994,ASV_130121,-0.843235188
ASV_54668,ASV_129568,-0.442952576
ASV_13023,ASV_129568,-0.901177225
ASV_51728,ASV_129310,-0.900672723
ASV_80942,ASV_128841,-0.945893024
ASV_223618,ASV_128841,-0.745764854
ASV_73594,ASV_128719,-0.8749785
ASV_182796,ASV_128719,-0.9198695
ASV_180438,ASV_128719,-0.907302462
ASV_74969,ASV_127946,-0.966643111
ASV_249227,ASV_127946,-0.763932894
ASV_17313,ASV_127946,-0.948335125
ASV_141802,ASV_127515,-0.707987809
ASV_201526,ASV_127504,-0.96140009
ASV_197728,ASV_127491,-0.41893019
ASV_227072,ASV_12715,-0.934388825
ASV_144503,ASV_12715,-0.936557368
ASV_4197,ASV_126082,-0.79764062
ASV_251811,ASV_126082,-0.150465992
ASV_203094,ASV_126082,-0.867765432
ASV_163361,ASV_126082,-0.945728552
ASV_16135,ASV_126082,-0.943023864
ASV_137991,ASV_126082,-0.729030485
ASV_127515,ASV_126082,-0.957052816
ASV_79623,ASV_125907,-0.797989484
ASV_202127,ASV_125907,-0.926544572
ASV_181331,ASV_125907,-0.974421113
ASV_177177,ASV_125907,-0.956191732
ASV_237990,ASV_125660,-0.941350707
ASV_202946,ASV_125660,-0.890803
ASV_120,ASV_12539,-0.849680521
ASV_85414,ASV_125228,-0.935198531
ASV_51728,ASV_124940,-0.815215847
ASV_233136,ASV_124727,-0.986783214
ASV_74662,ASV_124455,-0.805392534
ASV_20561,ASV_124455,-0.769155189
ASV_197728,ASV_124455,-0.8832
ASV_157127,ASV_124455,-0.738303689
ASV_134812,ASV_124455,-0.92104959
ASV_252332,ASV_12294,-0.794576019
ASV_22847,ASV_12294,-0.16015509
ASV_13023,ASV_12294,-0.661286851
ASV_127491,ASV_12294,-0.702326184
ASV_48335,ASV_122407,-0.696042178
ASV_89091,ASV_122305,-0.958856969
ASV_239801,ASV_122305,-0.891685851
ASV_162028,ASV_122271,-0.875678
ASV_31632,ASV_122180,-0.8868325
ASV_224411,ASV_121822,-0.920850463
ASV_190052,ASV_121822,-0.60128954
ASV_202383,ASV_120833,-0.784807427
ASV_201227,ASV_120833,-0.539231094
ASV_200172,ASV_120833,-0.631208062
ASV_114001,ASV_120833,-0.908520644
ASV_110223,ASV_12004,-0.974120791
ASV_32788,ASV_119411,-0.972634199
ASV_224411,ASV_119411,-0.621687769
ASV_209141,ASV_119411,-0.935074198
ASV_177863,ASV_118634,-0.949461338
ASV_72528,ASV_118514,-0.509965929
ASV_85414,ASV_118050,-0.9064765
ASV_128841,ASV_116464,-0.860275582
ASV_54668,ASV_115847,-0.972563834
ASV_244883,ASV_11545,-0.847759115
ASV_16388,ASV_11545,-0.852033464
ASV_118514,ASV_11545,-0.978945456
ASV_40276,ASV_115113,-0.128026635
ASV_229885,ASV_115113,-0.955995353
ASV_197728,ASV_115113,-0.801921002
ASV_122305,ASV_115113,-0.857056362
ASV_7008,ASV_11493,-0.823120917
ASV_53978,ASV_11493,-0.867193368
ASV_195007,ASV_11493,-0.918686449
ASV_154366,ASV_11493,-0.840737325
ASV_164369,ASV_114704,-0.94959864
ASV_92371,ASV_114638,-0.923579896
ASV_74982,ASV_114001,-0.871646644
ASV_86007,ASV_113884,-0.942480749
ASV_209917,ASV_113884,-0.948896316
ASV_193579,ASV_113716,-0.916346972
ASV_47217,ASV_113003,-0.97049599
ASV_43135,ASV_113003,-0.973157694
ASV_32788,ASV_113003,-0.509616983
ASV_210547,ASV_113003,-0.946307916
ASV_199700,ASV_113003,-0.81872841
ASV_167553,ASV_113003,-0.001677273
ASV_148312,ASV_113003,-0.82556844
ASV_138823,ASV_113003,-0.226308837
ASV_84421,ASV_112967,-0.920951533
ASV_34796,ASV_112967,-0.956954869
ASV_32788,ASV_112967,-0.934078422
ASV_134812,ASV_112686,-0.826091639
ASV_168903,ASV_112247,-0.9071275
ASV_93649,ASV_112158,-0.798050974
ASV_93109,ASV_112158,-0.815085258
ASV_47217,ASV_112158,-0.908196174
ASV_218532,ASV_112158,-0.180389138
ASV_206717,ASV_112158,-0.555980318
ASV_202127,ASV_112158,-0.715979355
ASV_200240,ASV_112158,-0.671229626
ASV_126082,ASV_112158,-0.235120197
ASV_124455,ASV_112158,-0.815393885
ASV_251811,ASV_11139,-0.199172701
ASV_246001,ASV_11139,-0.749234473
ASV_206799,ASV_11139,-0.74879177
ASV_42852,ASV_11103,-0.341869591
ASV_199464,ASV_11103,-0.994398143
ASV_167553,ASV_11103,-0.945006843
ASV_82134,ASV_110298,-0.87514159
ASV_39548,ASV_110298,-0.852303728
ASV_93109,ASV_109746,-0.820718573
ASV_47217,ASV_109746,-0.005284745
ASV_218532,ASV_109746,-0.205487001
ASV_210547,ASV_109746,-0.935729962
ASV_193165,ASV_109746,-0.918259339
ASV_143855,ASV_109746,-0.295074015
ASV_141802,ASV_109746,-0.357702722
ASV_240270,ASV_109686,-0.896347314
ASV_184605,ASV_109686,-0.780775963
ASV_32232,ASV_109350,-0.907838609
ASV_246884,ASV_109350,-0.459745702
ASV_22894,ASV_109350,-0.80066699
ASV_206331,ASV_109350,-0.828675711
ASV_193165,ASV_109350,-0.554043844
ASV_13965,ASV_109350,-0.965155961
ASV_49853,ASV_104963,-0.093311318
ASV_36168,ASV_104963,-0.910052966
ASV_22847,ASV_104963,-0.829962119
ASV_215550,ASV_104963,-0.8830093
ASV_127491,ASV_104963,-0.534329318
ASV_248800,ASV_104780,-0.760398555
ASV_185670,ASV_104780,-0.890602498
ASV_80122,ASV_10470,-0.832925143
ASV_144503,ASV_10470,-0.893275483
ASV_202127,ASV_103697,-0.890285375
ASV_127491,ASV_103697,-1.46E-05
ASV_89507,ASV_102981,-0.886675173
ASV_66374,ASV_102981,-0.881769078
ASV_241078,ASV_102981,-0.979691947
ASV_209932,ASV_102981,-0.868281387
ASV_203064,ASV_102981,-0.810026702
ASV_160622,ASV_102981,-0.586898238
ASV_150986,ASV_102981,-0.851731679
ASV_10470,ASV_102981,-0.785519321
ASV_221566,ASV_102537,-0.856063216
ASV_161355,ASV_102537,-0.923802922
ASV_231932,ASV_10139,-0.825093686
ASV_134812,ASV_10139,-0.84886751
ASV_84399,ASV_101209,-0.860983175
ASV_79904,ASV_101209,-0.819651911
ASV_77301,ASV_101209,-0.616740427
ASV_248800,ASV_101209,-0.84638036
ASV_105307,ASV_101209,-0.395677369
ASV_238401,ASV_99978,0.8960695
ASV_237653,ASV_99978,0.8898405
ASV_236812,ASV_99978,0.850148773
ASV_18832,ASV_99978,0.964766151
ASV_112247,ASV_99978,0.845662025
ASV_84095,ASV_99896,0.172139469
ASV_48123,ASV_99896,0.001215637
ASV_251811,ASV_99896,0.958063364
ASV_229521,ASV_99896,0.770316221
ASV_227839,ASV_99896,0.909507119
ASV_203094,ASV_99896,0.324416996
ASV_163361,ASV_99896,0.956947036
ASV_155423,ASV_99896,0.938708346
ASV_154668,ASV_99896,0.617602447
ASV_154458,ASV_99896,0.588212156
ASV_144081,ASV_99896,0.283529035
ASV_137991,ASV_99896,0.617189802
ASV_13437,ASV_99896,0.359004138
ASV_119411,ASV_99896,0.07940385
ASV_117829,ASV_99896,0.555461216
ASV_177022,ASV_98676,0.9270215
ASV_6464,ASV_9781,0.977071674
ASV_5690,ASV_9781,0.534165216
ASV_181116,ASV_9781,0.887879789
ASV_127504,ASV_9781,0.974193832
ASV_115282,ASV_9781,0.980898886
ASV_20561,ASV_97579,0.851706034
ASV_134812,ASV_97579,0.846167379
ASV_44061,ASV_97362,0.75301163
ASV_35757,ASV_97362,0.939376907
ASV_28912,ASV_97362,0.379150054
ASV_250071,ASV_97362,0.94360678
ASV_238496,ASV_97362,0.9082755
ASV_108833,ASV_97362,0.795869471
ASV_36702,ASV_96432,0.826447359
ASV_196443,ASV_96432,0.8072132
ASV_182560,ASV_96432,0.283410374
ASV_11103,ASV_96432,0.720737663
ASV_37829,ASV_96272,0.9004715
ASV_96454,ASV_96084,0.896286
ASV_70106,ASV_96084,0.800184147
ASV_203125,ASV_96084,0.885015857
ASV_12004,ASV_96084,0.8817125
ASV_87592,ASV_94341,0.911169405
ASV_179425,ASV_94341,0.972590289
ASV_167334,ASV_94341,0.79213559
ASV_181116,ASV_94049,0.938196108
ASV_152131,ASV_94049,0.900852
ASV_32788,ASV_93649,0.957960302
ASV_54668,ASV_93109,0.812985521
ASV_202127,ASV_93109,0.648671386
ASV_181331,ASV_93109,0.433327198
ASV_237990,ASV_9304,0.923304735
ASV_202946,ASV_9304,0.522877774
ASV_196443,ASV_9304,0.913346506
ASV_125907,ASV_9304,0.813679961
ASV_89507,ASV_9294,0.000000036
ASV_54817,ASV_9294,0.799478891
ASV_113716,ASV_9294,0.970384296
ASV_109497,ASV_9294,0.827128287
ASV_223705,ASV_91995,0.935342473
ASV_77301,ASV_91830,0.880594794
ASV_49051,ASV_91830,0.65497071
ASV_232834,ASV_91830,0.81492947
ASV_179946,ASV_91830,0.877749595
ASV_80392,ASV_91593,0.823324275
ASV_53195,ASV_91593,0.903121857
ASV_79628,ASV_91539,0.82728555
ASV_47948,ASV_91539,0.659241471
ASV_227839,ASV_91539,0.254196936
ASV_203094,ASV_91539,0.176473715
ASV_182560,ASV_91539,0.92915392
ASV_170245,ASV_91539,0.305005656
ASV_163361,ASV_91539,0.498729553
ASV_16135,ASV_91539,0.817738468
ASV_137991,ASV_91539,0.922583272
ASV_79326,ASV_91241,0.878992231
ASV_10139,ASV_90455,0.876946911
ASV_23137,ASV_89507,0.246091468
ASV_157804,ASV_89091,0.967324928
ASV_114789,ASV_89091,0.79166339
ASV_34036,ASV_88898,0.967971047
ASV_130121,ASV_88898,0.910275
ASV_114704,ASV_88898,0.894466692
ASV_87576,ASV_88743,0.940529275
ASV_29550,ASV_88743,0.959639321
ASV_186275,ASV_88743,0.807391318
ASV_49605,ASV_8848,0.647769199
ASV_44397,ASV_8848,0.876203997
ASV_34036,ASV_8848,0.983970741
ASV_220913,ASV_8848,0.805380327
ASV_108744,ASV_8848,0.60933966
ASV_167334,ASV_87592,0.850735678
ASV_162789,ASV_87592,0.9050535
ASV_118050,ASV_87592,0.933849126
ASV_150847,ASV_87576,0.904121702
ASV_85433,ASV_86733,0.188703442
ASV_245242,ASV_86733,0.909437852
ASV_210697,ASV_86733,0.620749789
ASV_201126,ASV_86733,0.942010637
ASV_197728,ASV_86135,0.854181433
ASV_16135,ASV_86135,0.447693933
ASV_10571,ASV_85755,0.81763256
ASV_78480,ASV_85659,0.979105575
ASV_221622,ASV_85659,0.873413281
ASV_153339,ASV_85659,0.454171848
ASV_210697,ASV_85433,0.903705339
ASV_201126,ASV_85433,0.913688472
ASV_197597,ASV_85130,0.955171692
ASV_162789,ASV_85130,0.732673684
ASV_113162,ASV_84421,0.877522
ASV_77301,ASV_84399,0.934579309
ASV_179946,ASV_84399,0.346604823
ASV_61366,ASV_84095,0.973746201
ASV_40276,ASV_84095,0.007708375
ASV_31734,ASV_84095,0.47285035
ASV_13437,ASV_84095,0.947337098
ASV_129568,ASV_84095,0.906143896
ASV_12294,ASV_84095,0.858305833
ASV_117829,ASV_84095,0.891931983
ASV_238501,ASV_83131,0.597176049
ASV_145787,ASV_83131,0.885902378
ASV_21829,ASV_82041,0.803884864
ASV_159279,ASV_82041,0.963591093
ASV_104780,ASV_82041,0.948957195
ASV_74662,ASV_8126,0.744299276
ASV_16135,ASV_8126,0.917844724
ASV_157127,ASV_8126,0.947635742
ASV_13437,ASV_8126,0.423473127
ASV_93649,ASV_8101,0.917583285
ASV_202127,ASV_8101,0.851589621
ASV_138823,ASV_8101,0.917508358
ASV_223618,ASV_80942,0.95743352
ASV_201227,ASV_8048,0.8942465
ASV_150885,ASV_80392,0.902930294
ASV_79623,ASV_80259,0.918156997
ASV_28053,ASV_80259,0.94635574
ASV_203064,ASV_80259,0.883578172
ASV_1706,ASV_80259,0.993027716
ASV_150986,ASV_80259,0.926350656
ASV_128841,ASV_80259,0.634757544
ASV_11139,ASV_80259,0.872246527
ASV_182560,ASV_80122,0.593325965
ASV_84399,ASV_79904,0.960289176
ASV_112247,ASV_79904,0.9088665
ASV_80122,ASV_79628,0.895698619
ASV_127515,ASV_79628,0.707033937
ASV_44329,ASV_79623,0.727832227
ASV_127491,ASV_79623,0.791571651
ASV_26323,ASV_79326,0.834030964
ASV_101652,ASV_79326,0.91655563
ASV_148110,ASV_78506,0.8928955
ASV_109350,ASV_78506,0.854668754
ASV_153339,ASV_78480,0.855241994
ASV_145776,ASV_78480,0.953199377
ASV_202192,ASV_78321,0.928163
ASV_114001,ASV_78321,0.8807925
ASV_104582,ASV_78321,0.8893135
ASV_179946,ASV_77301,0.546532807
ASV_177177,ASV_75780,0.9083445
ASV_48123,ASV_7552,0.972469915
ASV_203094,ASV_7552,0.022081882
ASV_154458,ASV_7552,0.089806952
ASV_119411,ASV_7552,0.076939416
ASV_32232,ASV_75478,0.218254833
ASV_22707,ASV_75478,0.873684538
ASV_185670,ASV_75478,0.384549773
ASV_40168,ASV_7524,0.923957166
ASV_39919,ASV_7524,0.89283
ASV_201227,ASV_7524,0.909700725
ASV_200172,ASV_7524,0.961553901
ASV_114001,ASV_7524,0.455858471
ASV_94109,ASV_74982,0.784963608
ASV_249227,ASV_74969,0.88842902
ASV_33616,ASV_74489,0.981586445
ASV_32232,ASV_74421,0.878174531
ASV_80392,ASV_74097,0.57482053
ASV_54066,ASV_74097,0.9031095
ASV_52455,ASV_74097,0.870151717
ASV_168501,ASV_74097,0.929082753
ASV_150885,ASV_74097,0.944394531
ASV_138632,ASV_74097,0.717908076
ASV_53195,ASV_73820,0.707790597
ASV_84399,ASV_7375,0.871358276
ASV_166203,ASV_7375,0.8837545
